ingredient_name,quantity,expiry_date,category,daily_consumption,supplier,wastage_history,storage_type,days_to_expiry,stock_duration_days,waste_risk_ratio,is_waste_risk
Butter,25.79,2026-06-06,Dairy,8.09,Metro Wholesale,0.95,Refrigerated,6.0,3.187886279357231,0.5313143798928718,0
Carrots,10.63,2026-06-01,Produce,7.47,AgroFresh,4.46,Refrigerated,1.0,1.423025435073628,1.423025435073628,1
Pasta,8.31,2027-04-01,Dry Pantry,4.08,Prime Meats,1.2,Ambient,305.0,2.036764705882353,0.006677917068466731,0
Butter,32.04,2026-05-29,Dairy,9.18,Local Mandi,2.77,Refrigerated,-2.0,3.4901960784313726,-1.7450980392156863,1
Butter,5.29,2026-06-08,Dairy,8.33,DairyCo,2.4,Refrigerated,8.0,0.6350540216086434,0.07938175270108043,0
Mutton,32.73,2026-06-05,Meat,1.36,Local Mandi,0.81,Frozen,5.0,24.066176470588232,4.813235294117646,1
Spices,45.44,,Dry Pantry,4.74,Prime Meats,2.25,Ambient,220.0,9.586497890295357,0.04357499041043344,0
Beef,13.0,2026-06-07,Meat,1.18,Local Mandi,2.7,Frozen,7.0,11.016949152542374,1.573849878934625,1
Carrots,45.01,2026-05-31,Produce,4.47,AgroFresh,4.96,Refrigerated,0.0,10.069351230425056,100.69351230425056,1
Yogurt,5.99,2026-05-31,Dairy,8.78,Local Mandi,1.63,Refrigerated,0.0,0.6822323462414579,6.8223234624145785,1
Flour,12.27,2026-11-20,Dry Pantry,5.39,Metro Wholesale,0.75,Ambient,173.0,2.2764378478664193,0.013158600276684505,0
Pasta,43.61,2027-01-08,Dry Pantry,9.11,AgroFresh,3.41,Ambient,222.0,4.787047200878156,0.021563275679631334,0
Beef,27.14,2026-05-31,Meat,5.61,DairyCo,4.71,Frozen,0.0,4.837789661319073,48.37789661319073,1
Potatoes,45.84,2026-06-08,Dairy,5.74,Prime Meats,2.33,Refrigerated,8.0,7.986062717770035,0.9982578397212544,0
Spices,36.5,2027-01-11,Dry Pantry,5.21,Prime Meats,0.86,Ambient,225.0,7.005758157389636,0.031136702921731714,0
Lentils,37.76,2027-01-22,Dry Pantry,2.07,AgroFresh,1.14,Ambient,236.0,18.241545893719806,0.07729468599033816,0
Spices,41.47,2027-01-29,Dry Pantry,3.06,DairyCo,3.23,Ambient,243.0,13.552287581699346,0.0557707307888862,0
Milk,20.25,2026-06-05,Dairy,5.72,Metro Wholesale,0.27,Refrigerated,5.0,3.5402097902097904,0.7080419580419581,0
Salt,30.1,,Dry Pantry,3.27,Local Mandi,3.53,Ambient,220.0,9.204892966360857,0.041840422574367535,0
Chicken Breast,45.66,,Meat,8.31,DairyCo,4.01,Frozen,3.0,5.494584837545125,1.8315282791817085,1
Bell Peppers,4.72,2026-06-11,Produce,6.25,Local Mandi,0.15,Refrigerated,11.0,0.7552,0.06865454545454545,0
Cream,49.82,2026-06-04,Dairy,2.77,AgroFresh,3.96,Refrigerated,4.0,17.985559566787003,4.496389891696751,1
Onions,10.07,2026-06-07,Produce,7.6,AgroFresh,2.17,Refrigerated,7.0,1.3250000000000002,0.1892857142857143,0
Spices,49.79,2027-02-21,Dry Pantry,6.12,Local Mandi,0.07,Ambient,266.0,8.13562091503268,0.030585041033957445,0
Fish Fillet,20.41,2026-05-29,Meat,5.9,Metro Wholesale,0.97,Frozen,-2.0,3.459322033898305,-1.7296610169491524,1
Fish Fillet,33.15,2026-06-02,Meat,9.55,Metro Wholesale,0.75,Frozen,2.0,3.471204188481675,1.7356020942408374,1
Spices,31.42,2026-09-23,Dry Pantry,6.7,AgroFresh,0.3,Ambient,115.0,4.6895522388059705,0.04077871512005192,0
Prawns,11.51,2026-06-05,Meat,6.31,Metro Wholesale,0.61,Frozen,5.0,1.8240887480190175,0.36481774960380353,0
Potatoes,25.11,2026-06-03,Produce,1.07,Local Mandi,0.47,Refrigerated,3.0,23.467289719626166,7.822429906542055,1
Spices,8.28,2026-12-23,Dry Pantry,5.62,Local Mandi,2.76,Ambient,206.0,1.4733096085409252,0.007151988390975365,0
Rice,5.42,2026-10-20,Dry Pantry,2.71,AgroFresh,2.63,Ambient,142.0,2.0,0.014084507042253521,0
Potatoes,37.72,2026-05-31,Produce,3.92,AgroFresh,3.84,Refrigerated,0.0,9.622448979591837,96.22448979591837,1
Paneer,36.78,,Dairy,5.5,Local Mandi,2.32,Refrigerated,4.0,6.6872727272727275,1.6718181818181819,1
Butter,6.53,2026-05-31,Dairy,5.05,Local Mandi,3.84,Refrigerated,0.0,1.293069306930693,12.93069306930693,1
Fish Fillet,8.87,,Meat,5.26,Metro Wholesale,2.52,Frozen,3.0,1.6863117870722433,0.5621039290240811,0
Fish Fillet,4.24,2026-05-29,Meat,1.92,Local Mandi,4.92,Frozen,-2.0,2.2083333333333335,-1.1041666666666667,1
Cream,32.91,2026-06-08,Dairy,5.62,Prime Meats,3.36,Refrigerated,8.0,5.855871886120996,0.7319839857651245,0
Salt,43.76,2027-02-07,Dry Pantry,2.85,DairyCo,1.11,Ambient,252.0,15.354385964912279,0.06093010303536619,0
Butter,31.0,2026-06-08,Dairy,1.02,Metro Wholesale,0.6,Refrigerated,8.0,30.392156862745097,3.799019607843137,1
Prawns,45.89,2026-05-31,Meat,8.07,Prime Meats,0.78,Frozen,0.0,5.686493184634449,56.86493184634448,1
Spinach,36.07,2026-06-02,Produce,5.13,DairyCo,3.38,Refrigerated,2.0,7.031189083820663,3.5155945419103314,1
Beef,29.92,2026-06-03,Meat,6.89,AgroFresh,1.19,Frozen,3.0,4.3425253991291735,1.447508466376391,1
Mushroom,15.79,2026-06-07,Produce,8.81,AgroFresh,3.27,Refrigerated,7.0,1.7922814982973891,0.25604021404248417,0
Yogurt,1.8,2026-06-05,Dairy,7.53,Metro Wholesale,3.93,Refrigerated,5.0,0.23904382470119523,0.04780876494023904,0
Pasta,41.1,2026-09-12,Dry Pantry,9.57,Local Mandi,0.21,Ambient,104.0,4.294670846394984,0.041294911984567154,0
Bell Peppers,48.35,2026-05-31,Produce,4.61,AgroFresh,2.59,Refrigerated,0.0,10.488069414316703,104.88069414316702,1
Paneer,8.71,2026-06-08,Dairy,6.37,AgroFresh,1.36,Refrigerated,8.0,1.3673469387755104,0.1709183673469388,0
Flour,36.0,2027-02-01,Dry Pantry,5.52,DairyCo,1.58,Ambient,246.0,6.521739130434783,0.026511134676564158,0
Pasta,46.71,2026-10-30,Dry Pantry,8.76,DairyCo,1.91,Ambient,152.0,5.332191780821918,0.035080209084354726,0
Butter,26.34,2026-05-30,Dairy,6.08,AgroFresh,0.06,Refrigerated,-1.0,4.332236842105263,-4.332236842105263,1
Mutton,19.17,,Meat,6.29,Prime Meats,3.07,Frozen,3.0,3.047694753577107,1.0158982511923689,1
Prawns,33.51,2026-06-04,Meat,3.48,Prime Meats,1.26,Frozen,4.0,9.629310344827585,2.4073275862068964,1
Chicken Breast,13.18,2026-06-05,Meat,2.31,Metro Wholesale,2.11,Frozen,5.0,5.705627705627705,1.141125541125541,1
Butter,32.05,2026-06-08,Dairy,9.94,Metro Wholesale,4.0,Refrigerated,8.0,3.2243460764587524,0.40304325955734405,0
Mutton,42.75,2026-05-31,Meat,5.17,Metro Wholesale,0.97,Frozen,0.0,8.268858800773694,82.68858800773694,1
Flour,31.08,2027-02-11,Dry Pantry,1.51,Local Mandi,0.52,Ambient,256.0,20.58278145695364,0.08040149006622516,0
Rice,27.62,2026-11-05,Dry Pantry,2.23,Prime Meats,4.14,Ambient,158.0,12.385650224215247,0.07839019129250156,0
Lentils,2.79,2026-11-23,Dry Pantry,6.65,Local Mandi,4.31,Ambient,176.0,0.4195488721804511,0.0023838004101161994,0
Spices,27.51,2026-10-28,Dry Pantry,6.37,Local Mandi,4.99,Ambient,150.0,4.318681318681318,0.028791208791208788,0
Prawns,30.5,2026-06-03,Meat,8.23,Prime Meats,3.48,Frozen,3.0,3.70595382746051,1.2353179424868366,1
Potatoes,48.56,,Produce,9.14,Prime Meats,2.71,Refrigerated,7.0,5.312910284463895,0.7589871834948421,0
Chicken Breast,44.71,2026-06-06,Meat,7.69,Metro Wholesale,0.09,Frozen,6.0,5.814044213263979,0.9690073688773299,0
Prawns,40.43,2026-05-31,Meat,1.33,AgroFresh,0.95,Frozen,0.0,30.398496240601503,303.98496240601503,1
Cream,6.3,2026-05-29,Dairy,8.44,AgroFresh,2.08,Refrigerated,-2.0,0.7464454976303317,-0.3732227488151659,1
Potatoes,20.37,2026-06-06,Produce,5.93,Metro Wholesale,0.36,Refrigerated,6.0,3.435075885328837,0.5725126475548061,0
Prawns,28.12,2026-06-06,Meat,3.77,Local Mandi,1.76,Frozen,6.0,7.458885941644563,1.2431476569407605,1
Carrots,37.21,2026-06-10,Produce,6.76,Metro Wholesale,1.31,Refrigerated,10.0,5.504437869822485,0.5504437869822485,0
Bell Peppers,5.95,2026-06-10,Produce,3.14,Metro Wholesale,1.85,Refrigerated,10.0,1.894904458598726,0.1894904458598726,0
Paneer,21.48,2026-05-29,Dairy,8.46,Prime Meats,3.94,Refrigerated,-2.0,2.5390070921985815,-1.2695035460992907,1
Milk,29.0,2026-06-05,Dairy,2.88,AgroFresh,4.48,Refrigerated,5.0,10.069444444444445,2.013888888888889,1
Chicken Breast,29.55,2026-06-06,Meat,6.31,Prime Meats,4.24,Frozen,6.0,4.683042789223455,0.7805071315372425,0
Bell Peppers,16.02,2026-06-06,Produce,8.0,Prime Meats,1.86,Refrigerated,6.0,2.0025,0.33375,0
Chicken Breast,19.09,2026-05-29,Meat,5.71,AgroFresh,3.52,Frozen,-2.0,3.3432574430823117,-1.6716287215411558,1
Fish Fillet,45.55,,Meat,0.58,DairyCo,3.05,Frozen,3.0,78.53448275862068,26.17816091954023,1
Pasta,11.5,2026-08-26,Dry Pantry,2.66,Local Mandi,0.62,Ambient,87.0,4.323308270676692,0.04969319851352519,0
Salt,10.09,2027-01-02,Dry Pantry,0.68,DairyCo,1.19,Ambient,216.0,14.838235294117645,0.06869553376906318,0
Mushroom,43.15,2026-06-11,Produce,1.63,DairyCo,0.64,Refrigerated,11.0,26.472392638036812,2.4065811489124376,1
Milk,17.08,2026-06-02,Dairy,1.6,Prime Meats,3.0,Refrigerated,2.0,10.674999999999999,5.3374999999999995,1
Prawns,44.49,2026-05-29,Produce,4.56,DairyCo,3.68,Frozen,-2.0,9.756578947368423,-4.8782894736842115,1
Sugar,2.6,2026-09-27,Dry Pantry,3.8,Prime Meats,4.88,Ambient,119.0,0.6842105263157895,0.005749668288367979,0
Milk,46.53,2026-06-10,Dairy,8.85,Local Mandi,1.2,Refrigerated,10.0,5.257627118644068,0.5257627118644068,0
Bell Peppers,29.96,2026-06-02,Produce,8.27,AgroFresh,2.49,Refrigerated,2.0,3.6227327690447404,1.8113663845223702,1
Mutton,31.1,2026-06-05,Meat,5.22,Prime Meats,4.04,Frozen,5.0,5.957854406130269,1.191570881226054,1
Butter,38.46,2026-06-02,Dairy,0.64,Prime Meats,1.11,Refrigerated,2.0,60.09375,30.046875,1
Yogurt,46.83,2026-06-05,Dairy,8.47,DairyCo,3.91,Refrigerated,5.0,5.52892561983471,1.105785123966942,1
Prawns,49.36,2026-05-29,Meat,1.55,Local Mandi,1.3,Frozen,-2.0,31.84516129032258,-15.92258064516129,1
Flour,8.91,2027-04-30,Dry Pantry,3.2,DairyCo,3.94,Ambient,334.0,2.784375,0.008336452095808383,0
Mutton,15.79,2026-06-06,Meat,1.86,Metro Wholesale,2.07,Frozen,6.0,8.489247311827956,1.414874551971326,1
Mutton,3.17,2026-05-31,Meat,5.69,Prime Meats,4.9,Frozen,0.0,0.5571177504393673,5.571177504393672,1
Cheese,21.62,2026-06-06,Dairy,1.46,Local Mandi,3.11,Refrigerated,6.0,14.808219178082194,2.4680365296803655,1
Mutton,34.3,2026-06-05,Meat,3.65,Prime Meats,2.23,Frozen,5.0,9.397260273972602,1.8794520547945204,1
Flour,33.38,2027-02-24,Dry Pantry,8.33,Local Mandi,4.69,Ambient,269.0,4.007202881152462,0.014896664985696884,0
Cream,6.61,2026-06-10,Dairy,6.72,DairyCo,3.6,Refrigerated,10.0,0.9836309523809524,0.09836309523809525,0
Mushroom,42.35,2026-06-14,Produce,9.16,Metro Wholesale,0.8,Refrigerated,14.0,4.623362445414847,0.3302401746724891,0
Cream,16.91,2026-06-05,Dairy,5.475,DairyCo,4.1,Refrigerated,5.0,3.088584474885845,0.617716894977169,0
Prawns,13.0,2026-06-04,Meat,8.17,Local Mandi,2.27,Frozen,4.0,1.591187270501836,0.397796817625459,0
Potatoes,23.23,2026-06-12,Produce,6.87,DairyCo,3.71,Refrigerated,12.0,3.38136826783115,0.2817806889859292,0
Chicken Breast,24.75,2026-06-04,Meat,2.35,DairyCo,2.53,Frozen,4.0,10.53191489361702,2.632978723404255,1
Tomatoes,22.64,2026-06-08,Produce,3.78,Prime Meats,3.45,Refrigerated,8.0,5.98941798941799,0.7486772486772487,0
Flour,21.54,2027-03-26,Dry Pantry,6.61,Metro Wholesale,3.15,Ambient,299.0,3.258698940998487,0.01089865866554678,0
Butter,33.38,2026-06-04,Dairy,3.34,AgroFresh,3.15,Refrigerated,4.0,9.994011976047906,2.4985029940119765,1
Cheese,15.71,2026-06-10,Dairy,5.72,AgroFresh,0.57,Refrigerated,10.0,2.7465034965034967,0.2746503496503497,0
Mushroom,14.08,2026-06-01,Produce,9.4,DairyCo,3.17,Refrigerated,1.0,1.4978723404255319,1.4978723404255319,1
Onions,11.6,2026-06-08,Produce,5.1,AgroFresh,4.16,Refrigerated,8.0,2.2745098039215685,0.28431372549019607,0
Prawns,40.19,2026-06-07,Produce,8.52,Metro Wholesale,1.41,Frozen,7.0,4.717136150234742,0.6738765928906775,0
Cheese,13.33,2026-06-08,Dairy,2.84,Prime Meats,2.97,Refrigerated,8.0,4.693661971830986,0.5867077464788732,0
Yogurt,39.68,2026-06-07,Dairy,2.34,Metro Wholesale,3.19,Refrigerated,7.0,16.957264957264957,2.4224664224664223,1
Sugar,22.37,2027-02-28,Dry Pantry,2.95,AgroFresh,1.87,Ambient,273.0,7.583050847457627,0.02777674303098032,0
Spinach,24.29,2026-06-08,Produce,3.99,AgroFresh,3.23,Refrigerated,8.0,6.087719298245614,0.7609649122807017,0
Milk,46.39,2026-05-31,Dairy,8.56,Prime Meats,2.43,Refrigerated,0.0,5.419392523364485,54.19392523364485,1
Yogurt,38.46,2026-06-10,Dairy,6.26,DairyCo,1.13,Refrigerated,10.0,6.143769968051118,0.6143769968051118,0
Tomatoes,44.1,2026-05-30,Produce,1.27,Metro Wholesale,4.63,Refrigerated,-1.0,34.724409448818896,-34.724409448818896,1
Yogurt,2.66,2026-06-08,Dairy,8.54,AgroFresh,3.82,Refrigerated,8.0,0.31147540983606564,0.038934426229508205,0
Prawns,29.16,2026-06-05,Meat,5.4,Prime Meats,2.18,Frozen,5.0,5.3999999999999995,1.0799999999999998,1
Mutton,33.12,2026-06-05,Meat,4.26,Metro Wholesale,1.32,Frozen,5.0,7.774647887323943,1.5549295774647887,1
Rice,28.94,2027-04-09,Dry Pantry,2.35,Local Mandi,0.37,Ambient,313.0,12.314893617021276,0.03934470804160152,0
Pasta,34.55,,Dry Pantry,4.45,Prime Meats,0.84,Ambient,220.0,7.764044943820224,0.035291113381001014,0
Butter,5.85,2026-06-01,Dairy,2.05,Local Mandi,2.38,Refrigerated,1.0,2.8536585365853657,2.8536585365853657,1
Fish Fillet,31.03,2026-06-02,Meat,7.73,DairyCo,1.57,Frozen,2.0,4.014230271668823,2.0071151358344115,1
Pasta,10.1,2027-05-26,Dry Pantry,6.54,Metro Wholesale,2.77,Ambient,360.0,1.54434250764526,0.004289840299014611,0
Butter,43.79,2026-06-04,Dairy,0.91,Local Mandi,1.27,Refrigerated,4.0,48.12087912087912,12.03021978021978,1
Prawns,28.95,2026-05-30,Meat,3.56,Prime Meats,0.5,Frozen,-1.0,8.132022471910112,-8.132022471910112,1
Bell Peppers,24.32,2026-06-02,Produce,9.02,DairyCo,0.9,Refrigerated,2.0,2.696230598669623,1.3481152993348116,1
Fish Fillet,24.6,2026-05-30,Meat,2.66,Prime Meats,1.54,Frozen,-1.0,9.24812030075188,-9.24812030075188,1
Beef,26.58,2026-05-29,Meat,7.17,Metro Wholesale,2.46,Frozen,-2.0,3.707112970711297,-1.8535564853556485,1
Flour,25.87,2026-12-20,Dry Pantry,6.08,DairyCo,4.27,Ambient,203.0,4.254934210526316,0.020960267046927664,0
Lentils,16.02,2026-10-06,Dry Pantry,2.69,Local Mandi,0.6,Ambient,128.0,5.955390334572491,0.046526486988847586,0
Spinach,3.17,,Produce,4.64,Local Mandi,2.16,Refrigerated,7.0,0.6831896551724138,0.09759852216748768,0
Chicken Breast,4.92,2026-06-02,Meat,6.78,Prime Meats,3.01,Frozen,2.0,0.7256637168141593,0.36283185840707965,0
Lentils,8.95,2026-07-21,Dry Pantry,4.82,Prime Meats,1.1,Ambient,51.0,1.8568464730290455,0.03640875437311854,0
Potatoes,25.96,2026-06-13,Produce,5.74,Prime Meats,1.78,Refrigerated,13.0,4.522648083623693,0.3478960064325918,0
Mutton,18.68,2026-06-06,Meat,3.37,Metro Wholesale,1.37,Frozen,6.0,5.543026706231454,0.923837784371909,0
Milk,32.53,2026-06-05,Dairy,1.99,Prime Meats,4.35,Refrigerated,5.0,16.34673366834171,3.2693467336683417,1
Pasta,34.25,2026-07-21,Dry Pantry,9.64,AgroFresh,4.59,Ambient,51.0,3.5529045643153525,0.06966479537873241,0
Butter,19.19,2026-06-07,Dairy,3.5,Local Mandi,2.45,Refrigerated,7.0,5.482857142857143,0.783265306122449,0
Flour,45.32,2027-05-14,Dry Pantry,6.33,Metro Wholesale,4.79,Ambient,348.0,7.15955766192733,0.020573441557262442,0
Potatoes,8.37,2026-05-30,Produce,2.44,Local Mandi,2.08,Refrigerated,-1.0,3.4303278688524586,-3.4303278688524586,1
Mushroom,20.79,2026-06-13,Produce,6.62,Local Mandi,4.44,Refrigerated,13.0,3.1404833836858006,0.24157564489890773,0
Milk,41.12,2026-06-05,Dairy,9.27,Local Mandi,1.56,Refrigerated,5.0,4.435814455231931,0.8871628910463862,0
Pasta,12.35,2027-05-11,Dry Pantry,2.63,Local Mandi,4.56,Ambient,345.0,4.695817490494297,0.013611065189838541,0
Rice,13.86,2027-03-27,Dry Pantry,8.7,Local Mandi,2.98,Ambient,300.0,1.5931034482758621,0.005310344827586207,0
Flour,6.98,2026-12-15,Dry Pantry,8.66,DairyCo,2.07,Ambient,198.0,0.8060046189376444,0.004070730398674972,0
Tomatoes,10.06,2026-06-10,Produce,1.02,AgroFresh,0.73,Refrigerated,10.0,9.862745098039216,0.9862745098039216,0
Pasta,47.88,2026-12-07,Dry Pantry,9.77,DairyCo,0.27,Ambient,190.0,4.900716479017401,0.025793244626407374,0
Potatoes,7.81,2026-06-10,Produce,5.78,Prime Meats,0.77,Refrigerated,10.0,1.3512110726643598,0.13512110726643597,0
Butter,23.3,2026-06-05,Dairy,3.92,DairyCo,0.83,Refrigerated,5.0,5.9438775510204085,1.1887755102040818,1
Tomatoes,13.14,2026-05-31,Produce,2.79,Metro Wholesale,2.88,Refrigerated,0.0,4.709677419354839,47.096774193548384,1
Mutton,39.18,2026-05-31,Meat,5.61,AgroFresh,3.81,Frozen,0.0,6.983957219251336,69.83957219251336,1
Fish Fillet,14.99,2026-05-30,Meat,1.06,DairyCo,1.16,Frozen,-1.0,14.141509433962264,-14.141509433962264,1
Pasta,25.16,2026-09-13,Dry Pantry,8.54,AgroFresh,1.75,Ambient,105.0,2.946135831381733,0.02805843648934984,0
Milk,47.21,,Dairy,4.72,Local Mandi,0.51,Refrigerated,4.0,10.002118644067798,2.5005296610169494,1
Flour,19.98,2026-10-07,Dry Pantry,1.8,Local Mandi,4.88,Ambient,129.0,11.1,0.08604651162790697,0
Paneer,22.12,2026-06-06,Dairy,5.79,Prime Meats,0.52,Refrigerated,6.0,3.8203799654576858,0.6367299942429476,0
Carrots,17.53,2026-06-04,Produce,7.06,Local Mandi,2.74,Refrigerated,4.0,2.48300283286119,0.6207507082152975,0
Flour,44.28,2027-01-15,Dry Pantry,7.37,Prime Meats,4.17,Ambient,229.0,6.008141112618724,0.02623642407257085,0
Rice,33.04,2027-01-29,Dry Pantry,8.98,Metro Wholesale,2.46,Ambient,243.0,3.6792873051224944,0.015141100021080224,0
Yogurt,35.7,2026-06-01,Dairy,5.93,Local Mandi,3.63,Refrigerated,1.0,6.020236087689714,6.020236087689714,1
Prawns,10.89,2026-05-30,Meat,6.54,DairyCo,1.07,Frozen,-1.0,1.6651376146788992,-1.6651376146788992,1
Sugar,17.81,2027-02-02,Dry Pantry,2.25,Metro Wholesale,2.1,Ambient,247.0,7.915555555555555,0.03204678362573099,0
Salt,28.83,2026-10-10,Dry Pantry,9.19,Metro Wholesale,4.16,Ambient,132.0,3.1371055495103373,0.02376595113265407,0
Milk,29.62,2026-06-06,Dairy,5.28,Metro Wholesale,0.28,Refrigerated,6.0,5.609848484848484,0.9349747474747474,0
Rice,12.41,2027-03-12,Dry Pantry,4.53,Local Mandi,3.82,Ambient,285.0,2.739514348785872,0.00961233104837148,0
Potatoes,6.62,2026-06-03,Produce,5.82,Local Mandi,4.13,Refrigerated,3.0,1.1374570446735395,0.37915234822451316,0
Chicken Breast,45.79,2026-05-29,Meat,1.77,DairyCo,2.38,Frozen,-2.0,25.870056497175142,-12.935028248587571,1
Lentils,2.8,2027-05-06,Dry Pantry,5.18,Metro Wholesale,0.04,Ambient,340.0,0.5405405405405406,0.001589825119236884,0
Chicken Breast,28.31,2026-05-30,Meat,9.51,Metro Wholesale,1.59,Frozen,-1.0,2.9768664563617246,-2.9768664563617246,1
Spinach,37.11,2026-06-03,Dairy,5.17,DairyCo,4.27,Refrigerated,3.0,7.1779497098646035,2.392649903288201,1
Spices,20.95,2027-02-05,Dry Pantry,1.4,Local Mandi,2.12,Ambient,250.0,14.964285714285715,0.05985714285714286,0
Beef,23.07,2026-05-31,Meat,2.77,DairyCo,3.46,Frozen,0.0,8.328519855595667,83.28519855595667,1
Salt,28.58,2026-07-08,Produce,5.01,Local Mandi,1.66,Ambient,38.0,5.704590818363274,0.15012081100955985,0
Tomatoes,23.64,2026-06-03,Produce,8.14,AgroFresh,0.06,Refrigerated,3.0,2.904176904176904,0.9680589680589681,0
Beef,3.82,2026-05-31,Meat,7.85,Prime Meats,2.19,Frozen,0.0,0.48662420382165605,4.86624203821656,1
Sugar,34.93,2027-04-15,Dry Pantry,8.59,Local Mandi,3.08,Ambient,319.0,4.066356228172293,0.012747198207436656,0
Mutton,28.26,2026-06-06,Meat,6.07,DairyCo,1.65,Frozen,6.0,4.655683690280066,0.7759472817133443,0
Butter,5.49,2026-06-08,Dairy,2.52,DairyCo,4.86,Refrigerated,8.0,2.178571428571429,0.2723214285714286,0
Salt,26.49,2027-02-07,Dry Pantry,5.48,Metro Wholesale,1.71,Ambient,252.0,4.833941605839415,0.01918230795968022,0
Cheese,43.5,2026-06-01,Dairy,6.67,Prime Meats,2.54,Refrigerated,1.0,6.521739130434782,6.521739130434782,1
Beef,10.42,2026-06-01,Meat,1.16,Local Mandi,4.93,Frozen,1.0,8.982758620689657,8.982758620689657,1
Tomatoes,2.85,2026-06-03,Produce,3.88,Local Mandi,1.84,Refrigerated,3.0,0.7345360824742269,0.2448453608247423,0
Milk,13.43,2026-06-02,Dairy,6.39,Prime Meats,3.36,Refrigerated,2.0,2.1017214397496087,1.0508607198748043,1
Chicken Breast,40.19,2026-06-04,Meat,6.81,Prime Meats,1.16,Frozen,4.0,5.901615271659325,1.4754038179148312,1
Mutton,48.51,2026-06-05,Meat,6.3,Metro Wholesale,2.67,Frozen,5.0,7.7,1.54,1
Carrots,3.02,2026-06-04,Produce,2.2,DairyCo,2.46,Refrigerated,4.0,1.3727272727272726,0.34318181818181814,0
Salt,13.61,2026-12-19,Dry Pantry,2.27,Local Mandi,2.84,Ambient,202.0,5.995594713656387,0.029681161948793996,0
Spices,17.58,2026-07-26,Dry Pantry,5.73,Metro Wholesale,1.95,Ambient,56.0,3.0680628272251305,0.05478683620044876,0
Lentils,27.76,2027-03-02,Dry Pantry,1.46,DairyCo,3.25,Ambient,275.0,19.01369863013699,0.06914072229140723,0
Beef,23.83,2026-06-04,Meat,1.09,Prime Meats,4.52,Frozen,4.0,21.862385321100913,5.465596330275228,1
Bell Peppers,7.79,2026-06-13,Produce,6.55,Prime Meats,0.74,Refrigerated,13.0,1.1893129770992368,0.09148561362301821,0
Spinach,25.34,2026-06-09,Produce,8.21,Metro Wholesale,3.07,Refrigerated,9.0,3.0864799025578558,0.34294221139531733,0
Butter,33.79,2026-05-31,Dairy,2.26,Prime Meats,1.62,Refrigerated,0.0,14.95132743362832,149.5132743362832,1
Prawns,26.43,2026-06-03,Meat,2.2,DairyCo,3.47,Frozen,3.0,12.013636363636362,4.004545454545454,1
Pasta,4.94,2027-02-06,Dry Pantry,0.88,Local Mandi,3.02,Ambient,251.0,5.613636363636364,0.0223650851140891,0
Cheese,28.34,,Dairy,9.41,Local Mandi,3.97,Refrigerated,4.0,3.0116896918172156,0.7529224229543039,0
Yogurt,8.52,2026-06-03,Dairy,4.77,Local Mandi,2.22,Refrigerated,3.0,1.7861635220125787,0.5953878406708596,0
Mushroom,17.56,,Produce,7.69,DairyCo,0.62,Refrigerated,7.0,2.283485045513654,0.32621214935909343,0
Sugar,36.96,2026-11-27,Dry Pantry,4.5,Local Mandi,0.84,Ambient,180.0,8.213333333333333,0.045629629629629624,0
Chicken Breast,4.64,2026-06-04,Meat,2.12,Metro Wholesale,3.66,Frozen,4.0,2.188679245283019,0.5471698113207547,0
Onions,36.97,2026-06-04,Produce,6.1,AgroFresh,1.83,Refrigerated,4.0,6.060655737704918,1.5151639344262295,1
Carrots,46.76,2026-06-14,Produce,1.96,Prime Meats,3.85,Refrigerated,14.0,23.857142857142858,1.7040816326530612,1
Butter,35.78,2026-06-06,Dairy,6.94,Local Mandi,2.26,Refrigerated,6.0,5.155619596541786,0.8592699327569644,0
Cheese,7.0,2026-05-29,Dairy,9.45,Metro Wholesale,4.62,Refrigerated,-2.0,0.7407407407407408,-0.3703703703703704,1
Rice,14.2,2027-04-09,Dry Pantry,3.52,Prime Meats,0.33,Ambient,313.0,4.034090909090909,0.01288846935811792,0
Pasta,15.77,2027-03-29,Dry Pantry,7.59,Metro Wholesale,1.9,Ambient,302.0,2.077733860342556,0.006879913444842901,0
Salt,41.76,2027-02-16,Dry Pantry,3.6,Local Mandi,1.17,Ambient,261.0,11.6,0.044444444444444446,0
Chicken Breast,34.72,2026-06-06,Meat,5.03,DairyCo,2.34,Frozen,6.0,6.902584493041749,1.1504307488402914,1
Mushroom,22.57,2026-06-05,Produce,6.56,DairyCo,3.67,Refrigerated,5.0,3.440548780487805,0.6881097560975611,0
Fish Fillet,13.82,2026-06-05,Meat,5.37,Prime Meats,0.49,Frozen,5.0,2.5735567970204842,0.5147113594040968,0
Pasta,15.88,2026-07-24,Dry Pantry,2.49,AgroFresh,1.79,Ambient,54.0,6.377510040160642,0.11810203778075262,0
Tomatoes,17.06,2026-06-10,Dairy,6.03,Prime Meats,0.49,Refrigerated,10.0,2.8291873963515752,0.2829187396351575,0
Paneer,8.31,2026-06-02,Dairy,5.85,AgroFresh,4.97,Refrigerated,2.0,1.4205128205128206,0.7102564102564103,0
Cheese,5.0,,Dairy,4.22,Metro Wholesale,3.67,Refrigerated,4.0,1.1848341232227488,0.2962085308056872,0
Beef,27.67,2026-06-04,Meat,2.15,Local Mandi,2.94,Frozen,4.0,12.869767441860466,3.2174418604651165,1
Prawns,6.58,2026-06-06,Meat,2.65,Metro Wholesale,2.43,Frozen,6.0,2.483018867924528,0.41383647798742135,0
